id,id2,q0,q1,q2,q3,q4,q5,q6,q7,q7_14,q13,q14,q15,q16_1,q16_2,q17,q18,q18_24,q21_1,q21_2,q21_3,q22_1,q22_2,q22_3,q24,q25,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q27_1,q27_2,q27_3,q27_4,q27_5,q27_6,q28_1,q28_2,q28_3,q28_4,q28_5,q28_6,q29_1,q29_2,q29_3,q29_4,q29_5,q29_6,q30_1,q30_2,q30_3,q30_4,q30_5,q30_6,q30_7,q31_1,q31_2,q31_3,q31_4,q31_5,q32_1,q32_2,q32_3,q32_4,q32_5,q33_1,q33_2,q33_3,q33_4,q33_5,q34,q34_6,q35,q36,q37_1,q37_2,q39_1,q39_2,q39_3,q39_4,q39_5,q39_6,q39_7,q40_1,q40_2,q40_3,q40_4,q40_5,q41_1,q41_2,q41_3,q42,q43,q44,q45,q46,q47,q48,q49,q50,q51,q52,q53,q54_1,q54_2,q54_3,q54_4,q54_5,q54_6,q54_7,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64_1,q64_2,q64_3,q64_4,q64_5,q65,q66,q67,q68,q69_1,q69_2,q69_3,q69_4,q69_5,q69_6,q69_7,q69_8,q69_9,q69_10,q69_11,q69_12,q70_1,q70_2,q70_3,q71_1,q71_2,q71_3,q71_4,q71_5,q72_1,q72_2,q72_3,q72_4,q72_5,q72_6,q72_7,q72_8,q72_9,q72_10,q73,q74,q75,q76_1,q76_2,q76_3,q76_4,q76_5,q77_1,q77_2,q77_3,q77_4,q77_5,q78_1,q78_2,q78_3,q78_4,q78_5,q79_1,q79_2,q79_2_2,q79_3,q79_3_3,q79_4,q79_4_2,q80_1,q80_1_3,q80_2,q80_2_3,q80_3,q80_3_3,q80_4,q80_4_3,q81_1,q81_2,q81_2_2,q81_3,q81_3_4,q82_1,q82_2,q82_2_3,q82_3,q82_3_3,q82_4,q83_1,q83_2,q83_3,q84_1,q84_2,q84_3,q84_4,q84_5,q84_6,q84_7,q85_1,q85_2,q85_3,q85_4,q85_5,q85_6,q86_1,q86_2,q86_3,q86_4,q86_5,q87_1,q87_2,q87_3,q88,q89_1,q89_2,q89_3,q89_4,q89_5,q89_6,q89_7,q89_8,q89_9,q89_10,q90,q91_1,q91_2,q91_3,q91_4,q91_5,q91_6,q91_7,q91_8,q91_9,q91_10,q92,q93_1,q93_2,q93_3,q93_4,q93_5,q93_6,q93_7,q93_8,q93_9,q93_10,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q116_4,q117,q118,q119,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q130_1,q130_2,q131,q132,q133,q134,q135,q136,q137,q138,q140,q141,q142_1,q142_2,q142_3,q142_4,q142_5,q142_6,q143,q144,q145_1,q145_2,q145_3,q145_4,q145_5,q145_6,q146,q147_1,q147_2,q147_3,q147_4,q147_5,q148_1,q148_2,q148_3,q148_4,q148_5,q149_1,q149_2,q149_3,q150_1,q150_2,q150_3,q151_1,q151_2,q151_3,q152,q153,q154,q155,weight
20180897,"0916",0,1,1,1982,1,3,3,2,".",1,1,0,2,6,2,19,".",3,6,3.5,3,6,3.5,1,3,4,2,2,2,4,5,5,2,3,3,3,2,5,5,4,5,3,4,6,5,2,3,1,4,0,1,2,1,1,1,1,4,1,6,3,1,6,1,1,5,3,5,3,3,4,4,1,".",2,2,1,1,2,4,4,1,4,4,3,0,1,0,0,0,2,2,2,3,1,2,2,1,3,3,2,2,2,3,2,2,4,1,4,4,1,3,0,,2,2,2,2,3,0,"沒有彈性",1,1,1,1,2,1,2,0,".",3,4,3,3,3,3,4,4,4,2,2,2,4,4,3,5,5,2,2,2,4,5,4,4,5,5,4,5,2,2,2,5,6,5,5,5,4,3,4,3,5,3,3,6,5,4,4,5,1,2,"不能證明有關",3,"有無更多證據",,".",2,".",,".",,".",3,"也有自己的家人要養活",1,1,".",,".",0,,".",2,".",0,3,3,3,4,4,4,4,4,4,4,4,4,2,4,4,1,3,2,5,2,4,4,2,1,4,1,0,0,0,1,1,1,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,3,3,3,2,1,1,2,3,3,2,3,1,2,1,1,1,4,1,0,1,98,,".",2,2,2,,,,,,,,,,,2,30,4,7,3,1,2,,1,2,1,1,0,0,1,0,0,".",0,,,,,,,".",9,5,5,4,5,5,4,3,2,5,4,1,1,1,5,5,5,2,2,2,1,1,1,1,.94
20180899,"0848",0,1,1,1988,5,2,4,2,".",1,1,0,2,7,1,17,".",1,9,1.75,5,3,5.25,4,3,4,4,4,3,4,5,4,5,3,4,5,3,4,3,4,4,4,4,2,1,3,4,6,5,5,4,6,7,5,8,5,5,4,6,6,5,5,5,5,3,3,5,5,3,6,3,1,".",1,1,2,3,3,4,4,5,2,3,4,0,1,1,0,0,3,3,4,1,1,2,1,1,1,1,2,3,3,2,1,3,2,3,4,5,3,2,0,,2,2,3,3,3,0,"可能會篩掉有潛力的受雇者",2,1,2,2,3,4,4,0,".",3,3,4,4,3,4,3,4,4,3,3,3,4,4,3,3,5,2,2,3,3,5,3,4,3,4,4,4,4,2,2,8,7,6,6,6,6,6,4,3,6,4,4,6,4,6,4,4,2,,".",,".",1,".",1,".",2,".",1,".",,".",1,1,".",,".",0,,".",1,".",1,2,4,3,4,6,6,6,5,6,6,1,1,1,1,3,4,4,3,4,3,3,3,1,4,3,1,1,1,1,0,0,1,0,0,".",3,1,1,0,0,0,0,1,0,0,".",3,1,1,1,0,0,0,0,0,0,".",1,20,2,3,4,1,1,12,2,1,1,4,2,2,1,1,2,7,1,1,,26,,".",3,2,6,,,,,,,,,,,,,1,0,2,0,2,,1,2,1,1,1,0,0,0,0,".",0,,,,,,,".",2,4,4,3,4,4,3,1,3,3,4,4,4,5,4,4,4,5,5,3,1,1,1,1,.94
20180900,"0780",0,1,1,1981,4,3,3,1,".",1,1,0,2,8,2,19,".",1,11,1.916666667,10,7,10.58333333,1,3,4,5,5,4,4,5,5,4,5,4,4,4,4,4,4,4,4,2,6,2,4,1,3,5,3,3,3,3,3,3,3,2,2,4,2,2,4,1,1,5,5,3,2,5,2,1,1,".",4,2,2,3,2,5,5,5,4,4,4,0,0,,0,0,3,3,3,1,1,1,1,2,1,2,2,3,3,3,1,4,4,4,4,4,2,2,0,,1,2,2,3,3,0,"電腦可以做初選，最後應該要面試確認雇用者之工作態度等",1,1,2,2,3,4,5,0,".",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,7,3,4,4,4,3,4,3,3,4,4,4,5,3,4,3,2,2,,".",,".",1,".",3,"讓孕婦用分期的方式繳罰款，或是典押其他有價物品",2,".",2,".",,".",0,,".",3,".",0,,".",2,".",0,2,3,2,3,3,4,3,3,3,2,2,2,2,4,4,3,4,4,4,4,4,4,1,4,3,1,0,0,0,1,1,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,1,3,3,3,3,2,1,4,3,2,4,4,2,1,1,1,5,1,0,0,,,".",3,3,1,1,1,1,2,2,2,1,1,1,2,0,20,2,5,3,1,2,,1,1,0,,,,,,,".",1,2,1,0,0,0,0,".",5,5,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,4,4,3,2,,,,.94
20180901,"0527",0,1,0,1998,6,3,1,1,".",0,,0,1,1,2,19,".",1,3,1.25,1,3,1.25,4,4,5,4,4,4,5,5,4,5,4,3,3,2,4,4,4,4,3,2,1,6,5,4,2,3,1,1,1,1,1,1,1,4,2,5,4,3,4,3,3,4,4,5,4,3,4,4,1,".",5,4,4,4,4,4,4,4,4,5,4,1,0,1,0,0,3,3,3,2,1,3,1,2,3,2,2,3,3,3,1,3,3,4,4,4,4,4,0,,2,2,3,3,3,1,"更符合邏輯大數據",3,2,1,1,2,3,4,1,"簡易的勞動工作",4,5,3,4,4,4,4,4,5,4,4,4,4,5,2,5,6,4,3,3,4,5,4,4,4,5,4,6,4,4,8,6,10,3,5,5,3,3,5,3,5,4,4,4,3,4,4,4,1,2,"刺殺賓拉登成功也不一定能終止整個組織，還可能有同夥再起",2,".",1,".",2,".",,".",,".",1,".",1,1,".",,".",0,,".",3,"供出他不一定導致炸毀軍火庫成功",1,1,0,1,1,2,1,2,1,3,1,3,1,1,4,4,3,5,4,6,4,4,4,3,4,3,1,1,1,1,1,0,0,0,0,".",2,1,1,1,1,1,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",0,,4,3,3,3,1,2,3,3,2,3,2,2,3,1,3,5,1,0,0,,,".",2,2,5,,,,,,,,,,,,,4,7,2,1,3,0,1,1,1,2,1,0,0,1,0,".",1,3,1,0,0,1,0,".",4,5,5,5,5,5,4,4,3,4,4,4,6,5,5,5,5,2,2,1,2,,,,1.11
20180902,"0827",0,1,1,1987,1,2,3,6,".",0,,0,1,4,1,4,".",1,3,1.25,1,3,1.25,4,6,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,5,2,3,6,1,5,4,4,4,5,6,5,4,3,4,3,1,4,3,3,4,4,4,3,5,2,2,1,".",5,3,3,4,4,4,4,3,3,3,3,1,0,1,1,0,4,4,4,1,1,1,1,2,1,1,3,3,3,3,1,2,2,4,4,5,2,3,0,,2,2,3,3,3,0,"人與人之間互動是機器做不到的",1,1,3,1,1,2,4,0,".",4,4,3,4,3,4,4,4,4,4,3,3,3,3,4,5,5,4,3,3,3,6,3,3,4,2,2,6,3,2,8,2,5,3,1,1,2,2,4,2,5,3,4,5,1,6,5,4,1,1,".",2,".",,".",2,".",,".",,".",1,".",1,1,".",,".",0,,".",1,".",0,3,3,3,6,6,6,5,4,6,6,3,3,2,4,3,2,4,4,6,4,3,6,4,4,4,1,0,1,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,2,2,2,2,8,3,1,4,2,1,2,4,4,4,3,6,1,0,0,,,".",1,1,1,1,1,1,1,1,2,1,2,2,2,0,5,3,3,2,1,3,0,1,1,0,,,,,,,".",0,,,,,,,".",7,3,3,3,3,3,3,1,1,3,2,2,3,3,3,4,5,3,3,2,1,1,1,1,1.02
20180903,"0526",0,1,1,1966,1,7,4,2,".",1,1,1,2,9,1,3,".",1,8,1.666666667,22,3,22.25,3,3,6,5,6,5,5,5,5,5,5,4,4,4,4,5,5,5,3,4,1,2,4,3,6,5,3,6,7,1,4,0,4,4,3,4,4,4,4,3,3,4,4,3,4,4,4,3,1,".",2,2,3,3,4,3,3,4,4,4,4,0,1,0,0,0,4,4,4,3,1,2,2,2,3,3,2,3,2,3,1,4,4,4,4,4,3,4,0,,2,1,3,3,1,1,"應可降低來自面試人員主觀好惡因素",3,1,3,3,3,4,4,0,".",4,5,4,5,5,5,6,5,5,5,4,5,4,4,4,4,6,4,4,5,4,4,4,5,4,4,5,4,3,4,3,2,5,3,4,4,3,4,4,3,4,3,4,4,3,4,3,3,2,,".",,".",1,".",3,"請辭",2,".",2,".",,".",0,,".",2,".",0,,".",2,".",0,3,3,2,4,4,5,5,5,5,4,2,3,3,4,4,3,4,4,4,4,4,4,1,3,4,1,0,0,0,1,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",0,,3,3,2,3,1,2,3,3,2,1,1,2,3,1,3,5,1,0,0,,,".",1,1,1,1,1,1,1,2,1,2,2,1,1,4,0,3,5,2,1,4,0,1,1,1,2,1,1,0,0,1,".",0,,,,,,,".",5,4,5,5,5,5,4,4,4,4,4,4,5,4,2,3,3,3,3,3,1,1,2,,.94
20180904,"0983",0,1,1,1976,1,2,4,6,".",1,1,0,2,7,2,19,".",2,8,2.666666667,5,0,5,4,3,5,4,4,4,4,5,5,6,4,4,5,6,4,4,4,5,4,3,5,4,3,1,2,6,0,1,1,1,2,1,1,1,1,5,4,1,2,2,1,5,5,6,1,5,1,1,2,".",2,2,1,1,1,4,4,4,3,2,3,0,1,0,1,0,3,4,3,1,1,2,2,2,3,3,2,3,3,3,2,2,2,1,1,5,4,4,0,,2,1,2,1,4,0,"不希望，某些人格特質無法由資料分析",2,1,2,2,2,2,4,0,".",5,6,5,5,5,4,4,4,5,4,1,3,5,5,4,5,6,4,4,3,4,5,5,5,6,6,6,6,6,1,2,5,7,6,3,6,6,4,4,3,6,1,1,6,6,6,6,6,2,,".",,".",1,".",1,".",2,".",1,".",,".",1,1,".",,".",0,,".",2,".",0,3,3,2,3,5,5,5,4,5,3,3,3,2,4,4,2,5,4,1,3,1,1,1,4,4,1,0,0,0,1,1,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",0,,3,3,3,3,1,2,1,4,1,4,4,2,2,4,2,4,1,0,1,2,2,".",1,1,6,,,,,,,,,,,,,4,8,3,1,3,1,1,1,1,2,1,0,1,1,0,".",0,,,,,,,".",10,5,5,5,5,5,5,3,1,3,2,4,5,5,3,3,3,3,3,1,1,1,1,1,.94
20180905,"0913",0,1,1,1989,6,2,4,2,".",0,,0,2,7,1,19,".",1,0,1,5,8,5.666666667,4,3,5,4,4,4,5,5,5,5,4,4,3,2,4,3,4,5,4,4,3,4,6,2,1,5,3,1,4,6,6,4,5,4,2,4,4,3,5,3,2,5,5,5,4,4,4,3,5,".",5,4,4,3,4,4,4,4,4,4,4,0,1,0,1,0,3,4,3,3,1,2,3,2,3,1,3,3,3,3,1,4,3,4,4,5,2,2,0,,2,1,3,3,2,1,"可以排除個人因素",3,1,3,3,3,3,4,1,"資料彙整",3,3,4,4,4,3,5,5,5,3,4,3,3,3,3,5,5,4,3,3,4,5,4,4,5,5,3,5,3,4,5,6,2,4,5,5,3,4,4,3,5,4,4,5,3,5,4,4,2,,".",,".",1,".",1,".",3,"無法執行政策",1,".",,".",0,,".",3,".",1,2,".",,".",,2,2,2,3,4,3,4,3,5,2,2,2,2,4,4,4,5,4,5,4,4,5,1,5,4,1,1,0,0,1,0,0,0,0,".",2,0,1,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,5,3,2,2,3,7,2,3,1,3,1,3,2,1,3,3,4,1,0,1,98,,".",2,2,3,3,1,3,2,2,2,3,1,1,3,0,30,3,7,4,1,3,0,1,2,1,2,0,0,0,0,1,".",0,,,,,,,".",8,4,4,4,4,5,4,3,2,4,4,4,4,4,4,4,4,2,3,2,1,1,1,2,.94
20180906,"0442",0,1,1,1992,1,2,4,2,".",1,1,0,2,6,1,10,".",1,6,1.5,1,4,1.333333333,4,4,5,4,5,3,4,5,5,5,4,5,4,3,4,5,5,5,5,4,5,4,3,2,1,6,2,1,3,3,4,1,3,4,2,3,4,3,4,3,3,4,3,4,3,4,4,3,1,".",4,4,3,3,4,5,3,4,4,4,4,0,1,1,1,0,3,3,3,3,1,1,1,2,3,3,3,3,3,2,2,2,4,4,2,5,2,2,0,,2,2,2,2,3,0,"無法彈性評估",1,1,1,1,3,2,3,1,"分類資料、調閱資料",4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,5,5,5,4,4,5,6,4,4,6,6,4,6,3,4,2,5,6,5,5,5,4,4,5,4,5,5,4,5,3,4,3,2,2,,".",,".",1,".",3,"聯繫它其他親屬訂進行財產調查，找出使產婦繳納罰款之方法。",2,".",2,".",,".",0,,".",3,".",0,,".",2,".",0,1,1,1,4,4,6,5,4,5,3,2,3,2,4,4,3,4,4,4,3,3,3,1,4,3,1,0,1,0,1,1,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",0,,4,4,2,2,2,10,1,1,1,1,1,2,2,1,1,5,2,0,0,,,".",1,1,1,1,1,1,2,2,2,1,1,1,1,0,5,2,6,4,2,3,0,1,1,1,1,1,0,0,0,0,".",0,,,,,,,".",7,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,,,,.94
20180907,"0626",0,1,1,1991,6,3,3,4,".",0,,0,2,7,2,19,".",1,4,1.333333333,5,7,5.583333333,4,3,4,3,4,2,5,4,5,5,4,4,6,4,4,4,4,4,4,4,6,4,2,3,1,5,5,8,7,3,2,3,6,3,3,6,2,1,3,1,1,4,4,1,3,5,4,1,2,".",4,1,2,2,2,2,2,1,4,2,4,1,1,0,0,0,4,3,4,1,1,2,1,2,1,1,3,3,4,3,2,5,5,3,5,5,2,5,0,,2,1,3,2,2,0,"程式判斷的不一定準確，有些能力或是特質數字可能無法顯現",3,1,3,1,3,5,5,1,"重複性的報表，受理民眾的申請，金錢管理",5,5,5,5,5,5,6,6,6,6,4,4,3,3,4,4,4,2,4,5,2,6,3,5,2,6,6,4,5,4,9,2,4,3,6,6,5,4,5,6,1,5,4,5,2,3,6,6,2,,".",,".",1,".",1,".",2,".",1,".",,".",0,,".",3,".",0,,".",2,".",0,4,4,3,6,5,6,6,1,5,4,2,3,2,4,4,4,4,5,6,4,4,4,1,2,4,0,1,1,0,1,0,1,0,0,".",2,0,1,0,0,0,0,1,0,0,".",2,0,1,0,0,0,0,1,0,0,".",1,3,3,3,1,3,1,10,3,4,4,1,4,2,4,4,1,4,3,0,0,,,".",1,1,6,,,,,,,,,,,0,0,4,5,2,1,2,,1,2,1,3,1,1,1,0,1,".",0,,,,,,,".",10,5,5,4,4,1,1,1,1,1,1,3,3,2,5,4,4,1,1,1,2,,,,.94
20180908,"1041",0,1,1,1989,6,2,3,1,".",0,,0,2,7,1,19,".",4,4,4.333333333,4,10,4.833333333,1,2,5,4,4,3,4,5,5,5,5,4,6,4,5,5,5,5,4,5,5,4,2,3,1,6,0,2,3,0,5,2,2,4,2,4,4,4,4,4,2,5,5,5,4,4,4,2,1,".",5,2,1,3,2,4,3,4,4,4,4,0,0,0,1,0,3,3,3,1,1,1,1,2,1,2,3,3,1,4,2,2,1,1,4,5,2,2,0,,2,1,3,3,2,1,"電腦判斷較為客觀公正，人資常因主觀因素篩選掉符合資格條件但＂不順眼＂的人",3,1,2,1,3,4,5,1,"彙整各部會填報之資料",4,5,5,6,5,4,6,5,5,3,2,3,4,4,5,6,6,4,3,4,5,6,5,5,6,6,6,6,2,4,5,4,1,6,6,6,3,3,3,3,6,1,4,6,2,4,5,6,1,2,"放走後可以跟蹤他們，確認他們是否是賓拉登的人再決定是否殺掉他們",3,"同上說明",,".",1,".",2,".",2,".",,".",0,,".",2,".",0,,".",2,".",0,4,3,4,5,4,3,4,4,6,4,3,2,1,4,4,3,4,4,6,3,5,6,2,4,4,1,1,1,0,1,1,1,0,0,".",2,1,1,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,3,3,4,4,3,1,2,4,1,4,97,2,2,1,1,98,4,1,1,,2,2,".",1,1,1,1,1,1,2,2,2,91,1,1,2,0,15,2,7,4,0,2,,1,1,1,2,1,1,0,0,0,".",1,2,0,0,1,0,0,".",9,4,3,3,4,4,5,2,1,4,4,4,5,4,6,6,6,4,4,1,1,1,1,1,.94
20180910,"0813",0,1,1,1986,6,2,3,7,".",0,,0,2,2,1,11,".",2,8,2.666666667,2,8,2.666666667,4,6,5,3,5,5,5,5,4,4,5,4,4,3,4,4,5,5,5,4,1,2,3,4,5,6,0,0,0,0,0,0,0,4,3,5,4,4,4,3,3,4,4,5,4,4,4,4,6,"不進公部門跟年金改革無關，而是工作分配",4,2,3,3,3,4,4,1,3,1,5,1,1,0,0,0,3,3,3,3,1,1,1,2,3,3,2,3,3,2,1,5,2,1,1,5,4,2,0,,2,1,2,2,3,0,"人的特質與品行，無法用電腦程式計算",3,1,2,2,1,2,3,0,".",3,4,4,4,5,4,5,5,5,4,4,4,3,3,6,4,5,2,2,3,2,5,2,4,4,6,4,6,4,2,6,8,2,2,6,5,1,3,4,3,5,2,4,5,6,5,6,4,2,,".",,".",1,".",2,".",,".",,".",3,"如果所有孕婦都這樣，事情會一發不可收拾",1,1,".",,".",0,,".",2,".",0,4,4,4,6,6,6,6,6,6,6,4,1,1,4,4,3,4,4,6,4,4,6,3,3,4,1,0,1,0,1,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,4,1,1,1,1,2,1,3,2,2,1,2,1,1,1,5,2,1,,1,1,".",95,3,1,1,1,1,2,2,2,2,1,1,2,0,5,97,0,2,1,2,,1,1,1,3,0,1,1,1,0,".",0,,,,,,,".",8,2,4,2,3,2,4,1,1,3,3,2,2,2,5,5,5,4,3,2,1,1,1,1,.94
20180911,"0699",0,1,1,1987,4,1,3,8,".",1,1,0,2,7,2,19,".",2,6,2.5,4,8,4.666666667,1,3,5,5,6,3,4,6,4,4,4,5,5,2,4,4,4,5,1,1,3,2,4,1,6,5,2,1,1,2,5,3,5,5,1,4,5,2,6,1,1,2,2,5,2,3,4,3,3,".",5,2,1,1,1,5,1,1,1,1,2,0,0,0,1,0,3,4,4,3,1,2,3,2,1,1,3,4,4,2,2,2,5,5,4,5,2,2,0,,2,1,3,2,2,0,"無情緒性的判斷決定",3,1,2,3,1,4,4,0,".",5,4,4,4,3,3,5,5,5,3,2,3,2,1,6,5,5,4,3,4,5,6,5,5,5,6,6,6,4,6,2,8,6,5,5,5,4,5,2,2,4,2,4,5,1,6,6,6,2,,".",,".",1,".",3,"建議推動特別法",2,".",2,".",,".",0,,".",3,".",0,,".",1,".",1,4,4,4,6,6,6,6,6,6,3,3,2,2,4,4,4,5,4,5,1,5,6,1,2,3,1,1,1,0,1,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",2,1,0,0,0,1,0,0,0,0,".",0,,3,3,1,2,1,5,1,1,2,2,2,2,1,1,1,5,4,0,0,,,".",1,1,7,,,,,,,,,,,,,4,3,2,0,2,,1,1,1,3,1,0,1,0,1,".",0,,,,,,,".",10,2,5,4,5,4,3,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,.94
20180912,"0979",0,1,0,1978,1,2,4,2,".",1,2,1,2,7,1,13,".",0,6,.5,10,0,10,4,6,4,4,4,4,4,4,5,5,4,4,5,3,4,4,4,4,3,3,1,2,3,4,5,6,3,2,3,4,5,4,4,3,3,3,4,3,4,3,2,4,4,4,3,4,4,3,5,".",3,2,2,2,3,4,4,5,4,3,5,0,1,0,0,0,4,4,4,3,1,1,1,2,3,2,3,3,3,3,2,4,5,3,4,5,4,4,0,,2,2,3,2,3,0,"無法反映質化的資料",1,1,1,1,2,2,3,1,"採購",4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,6,7,4,4,4,4,3,3,3,4,3,4,5,3,4,4,4,2,,".",,".",1,".",1,".",2,".",2,".",,".",0,,".",1,".",1,2,".",,".",,4,4,3,6,6,6,6,2,6,6,3,2,3,4,4,3,4,4,4,3,4,3,2,4,4,1,0,0,0,1,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",0,,3,3,4,2,7,8,3,1,1,1,2,2,1,1,1,4,1,98,1,2,1,".",1,1,6,,,,,,,,,,,,,3,5,3,1,3,0,1,1,1,2,0,1,0,0,0,".",0,,,,,,,".",6,2,2,2,1,2,3,2,3,3,2,5,5,4,4,5,4,5,4,3,1,1,1,1,.99
20180913,"1054",0,1,1,1984,6,1,4,1,".",0,,0,2,6,2,19,".",1,7,1.583333333,1,7,1.583333333,1,4,5,4,5,4,5,5,5,5,6,5,5,4,5,5,5,6,5,4,6,4,2,3,1,5,2,4,4,5,4,1,3,6,3,4,6,6,5,5,4,1,1,5,5,3,5,5,1,".",5,4,4,5,3,5,3,6,5,5,5,0,1,0,1,0,2,2,2,1,1,1,1,2,1,3,2,3,3,2,1,2,2,1,3,3,2,2,0,,2,2,3,3,2,1,"科學化、公平、效益高",2,1,2,2,2,4,4,1,"員額管理、薪資計算、人員篩選、資績計分、表單填列",6,6,5,6,6,6,6,4,5,6,5,5,4,4,3,4,5,4,4,5,4,4,4,5,4,5,5,3,3,3,4,7,3,5,4,4,4,5,4,3,4,3,4,4,3,6,5,5,1,1,".",1,".",,".",1,".",2,".",3,"動員社會民眾向政府政策發聲",,".",1,2,"只在一定程度內的範圍內",,".",0,,".",2,".",0,3,2,1,3,4,5,4,4,5,4,3,3,3,4,4,4,4,6,6,5,4,5,3,4,4,0,1,1,0,1,0,1,0,0,".",3,0,1,0,0,0,0,1,0,0,".",2,0,1,0,0,0,0,0,0,0,".",1,2,4,3,4,2,8,1,2,1,4,4,2,2,1,1,1,4,1,0,0,,,".",1,1,1,98,98,91,2,2,2,1,1,1,3,0,5,2,3,3,1,3,0,1,4,1,2,1,0,0,1,1,".",1,1,1,0,1,0,0,".",7,5,6,6,6,6,5,5,4,5,5,5,6,6,5,6,6,5,4,3,1,1,1,1,.94
20180916,"0955",0,1,1,1985,1,1,4,2,".",1,1,0,2,7,1,1,".",10,0,10,10,0,10,4,3,5,5,6,4,5,5,5,6,5,3,6,3,5,4,5,4,3,5,6,5,1,2,3,4,3,3,5,3,5,1,2,2,1,5,2,1,4,1,1,4,4,1,1,4,1,1,1,".",2,1,1,1,2,5,3,1,5,4,4,1,0,1,0,0,3,4,4,3,1,2,2,2,2,1,2,3,3,2,1,2,3,1,4,5,1,1,0,,2,1,2,2,3,0,"假履歷",1,1,1,1,2,2,4,0,".",4,5,3,4,4,5,5,3,5,3,3,3,4,4,4,5,6,2,2,1,4,5,5,4,3,5,6,6,1,3,1,2,5,5,3,5,4,4,3,5,6,3,3,6,2,5,4,3,2,,".",,".",1,".",1,".",1,".",2,".",,".",1,1,".",,".",1,2,".",,".",,2,3,1,5,6,6,6,1,5,4,3,2,2,4,4,4,4,3,5,3,2,3,2,3,4,1,0,0,0,1,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",1,3,3,3,3,2,2,1,4,4,2,2,1,2,4,2,4,5,1,0,0,,,".",1,1,6,,,,,,,,,,,,,1,8,3,1,3,0,1,2,1,1,1,0,0,0,0,".",0,,,,,,,".",7,4,2,5,3,4,4,2,2,3,4,3,1,1,6,6,6,5,5,3,1,1,1,1,.94
20180917,"1105",0,1,1,1980,1,2,4,3,".",1,1,0,2,7,2,19,".",2,9,2.75,9,5,9.416666667,2,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,2,3,4,1,1,1,1,4,3,1,4,3,4,4,4,4,5,3,3,3,5,5,5,5,4,2,".",2,2,3,3,3,5,5,5,5,5,5,0,0,0,1,0,3,3,3,1,1,1,1,2,1,1,2,3,3,3,1,4,4,3,4,4,3,3,0,,2,1,2,2,3,0,"太過制式化",1,1,1,1,1,2,3,1,"資料彙整",4,4,3,4,4,3,4,4,4,3,3,3,4,4,3,4,5,3,3,3,5,5,4,4,5,5,5,5,4,5,2,6,5,4,3,3,5,3,3,3,5,3,3,5,4,3,3,3,1,1,".",1,".",,".",1,".",2,".",2,".",,".",1,1,".",,".",1,2,".",,".",,0,0,0,1,1,1,1,1,2,1,2,2,2,2,2,2,4,4,5,2,2,2,2,3,2,0,0,0,0,1,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,2,2,2,2,2,10,3,3,4,2,4,2,1,1,1,5,1,0,0,,,".",1,1,6,,,,,,,,,,,,,3,9,3,1,3,0,1,1,0,,,,,,,".",0,,,,,,,".",2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,.94
